id	pDR110_IPTG_vs_pDR110_NT_Fold_Change	pDR110_IPTG_vs_pDR110_NT_log2fc	pDR110_IPTG_vs_pDR110_NT pvalue	pDR110_IPTG_vs_pDR110_NT adjusted_pvalue_BH	pDR110_IPTG_vs_pDR110_NT adjusted_pvalue_IHW	Goe3_IPTG_r1	Goe3_IPTG_r2	Goe3_IPTG_r3	Goe3_NT_r1	Goe3_NT_r2	Goe3_NT_r3	pDR110_IPTG_r1	pDR110_IPTG_r2	pDR110_IPTG_r3	pDR110_NT_r1	pDR110_NT_r2	pDR110_NT_r3	sigF_IPTG_r1	sigF_IPTG_r2	sigF_IPTG_r3	sigF_NT_r1	sigF_NT_r2	sigF_NT_r3	sigG_IPTG_r1	sigG_IPTG_r2	sigG_IPTG_r3	sigG_NT_r1	sigG_NT_r2	sigG_NT_r3	SP10_IPTG_r1	SP10_IPTG_r2	SP10_IPTG_r3	SP10_NT_r1	SP10_NT_r2	SP10_NT_r3	Goe3_IPTG.x	Goe3_NT.x	pDR110_IPTG.x	pDR110_NT.x	sigF_IPTG.x	sigF_NT.x	sigG_IPTG.x	sigG_NT.x	SP10_IPTG.x	SP10_NT.x	Name	Description
A8O17_RS00055	0.987748901825583	-0.0177837576648433	0.977373038134832	1	1	6057.31930630109	7355.58844495545	2509.55515337853	3009.02926050928	2382.41461003948	3699.41326006451	2852.07626067167	5922.76586648121	3651.09563633503	7872.76789060113	2861.51852762864	1845.77086203849	27219.8569408124	16345.9931094136	12311.9621946887	3509.23033905878	2255.3284923529	4517.862627035	2814.87118030994	7339.78662857722	11431.0587761457	1706.42555166529	4075.73921909406	3861.16232353886	10555.6944043637	13395.0870400684	2313.0234123995	6225.63592345835	2125.57373511436	2534.86745867144	5307.48763487836	3030.28571020442	4141.97925449597	4193.35242675609	18625.9374149716	3427.47381948223	7195.23886167761	3214.44236476607	8754.60161894387	3628.69237241472	A8O17_RS00055	23S ribosomal RNA
A8O17_RS00060	0.506176219809246	-0.982288363750786	0.404679318781522	1	1	1.81384018754337	0	3.56091543579784	1.44456517547253	0	2.93138927104953	4.08774238835005	1.57835199639739	0	9.72647119192974	1.46744539878392	0	41.4982028935395	4.67562731962632	4.42001873799631	5.67224731528897	6.52367745721914	6.214391508989	3.87189983536443	0	9.00934645030395	4.07650633460414	0.829920427427013	3.62550452914447	2.40393860267904	3.67976678206374	2.66887316815327	4.51514753302914	2.54255231473009	1.10259567580315	1.7915852077804	1.45865148217402	1.88869812824915	3.73130553023789	16.864616317054	6.13677209383237	4.29374876188946	2.84397709705854	2.91752618429869	2.72009850785413	rrf	5S ribosomal RNA
A8O17_RS00065	0.759336528846735	-0.39718868237359	0.711747115981923	1	1	9.97612103148854	7.01582219848592	0	4.3336955264176	2.95707233352024	9.7712975701651	0.583963198335722	4.73505598919218	1.12670749462584	1.62107853198829	5.13605889574371	1.73149236588976	1535.43350706096	2080.65415723371	446.421892537627	4.72687276274081	10.2514931470586	0	844.074164109447	543.256125939801	88.2915952129787	2.44590380076248	8.29920427427013	0	3.20525147023872	5.15167349488924	0	4.51514753302914	7.62765694419028	0	5.66398107665815	5.68735514336765	2.14857556071791	2.82954326454059	1354.16985227743	4.99278863659982	491.873961754075	3.58170269167754	2.78564165504265	4.04760149240647	A8O17_RS00065	hypothetical protein
A8O17_RS00070	0.925063718628176	-0.112375352628308	0.824060422012727	1	1	4116.51030562968	7441.78283196542	4423.54720011987	3400.50642306234	9526.70136782438	3784.42354892494	3582.61422178965	7678.68246247331	3560.39568301765	3882.48308411196	8263.91876325162	3875.94566104424	8741.30002378914	8995.90696296104	10999.2166295038	5509.64289225069	7683.96009068168	3677.14423289035	5278.69010888018	7943.66360977211	2308.19456056787	4170.26598030004	6238.51185296886	3878.56474527875	3254.93286802742	3458.98077513992	1433.18489129831	5567.17690822493	8009.88730883804	3341.96749335934	5327.28011257166	5570.54377993722	4940.56412242687	5340.7825028026	9578.80787208467	5623.58240527424	5176.84942640672	4762.44752618255	2715.69951148855	5639.67723680744	guaB	IMP dehydrogenase
A8O17_RS00075	0.986225013863497	-0.0200112501611162	0.973028904019023	1	1	508.782172605915	234.528913492244	1092.31080993099	429.035857115342	312.463976575306	670.311013313326	407.606312438334	305.411111302895	675.46114302819	413.375025657014	347.784559511788	646.712398659827	364.59135399324	313.267030414963	161.330683936865	213.654648875885	302.88502479946	392.394435281877	660.804238568863	505.950984244364	744.172016795106	450.046299340297	176.773051041954	704.072979559856	213.149222770875	228.145540487952	747.284487082916	176.090753788137	292.393516193961	474.116140595354	611.873965343049	470.603615667991	462.82618892314	469.29066127621	279.729689448356	302.978036319074	636.975746536111	443.630776647369	396.193083447248	314.20013685915	A8O17_RS00075	D-alanyl-D-alanine carboxypeptidase
A8O17_RS00080	0.985730079432059	-0.0207354446087712	0.971897452421618	1	1	1422.95762712777	702.584480162661	1678.08139911973	1557.24125915939	639.713314818212	1744.17661627447	1020.76767069084	584.779414665234	1840.47669247131	1069.91183111227	571.569982826335	1854.42832386794	5848.28245063953	4446.52158096463	1964.69832903936	706.194790753477	557.308445631006	1246.42938266008	1877.87142015175	1893.23594104343	576.598172819453	1165.06551042986	609.991514158854	1306.63183230367	923.112423428752	740.369076551225	1281.05912071357	690.817572553459	659.368566953338	1766.35827263664	1267.87450213672	1313.71039675069	1148.67459260913	1165.30337926885	4086.50078688117	836.644206348187	1449.23517800488	1027.22961896413	981.513540231183	1038.84813738115	pdxS	pyridoxal 5'-phosphate synthase lyase subunit PdxS
A8O17_RS00085	0.977375834564123	-0.0330146602285913	0.957430701940836	1	1	1711.35821694717	793.790168742978	2224.6819185147	1849.76570719258	606.19982837165	2143.82268689422	1174.34999185314	683.426414440071	1953.14744193389	1205.27188853329	584.043268715999	2109.82344783668	6660.46156441309	5246.05385262073	2181.27924720118	746.845896513048	568.491892700525	1355.62511917517	2368.31206596458	2261.62421528587	702.729023123708	1229.47431051661	663.93634194161	1535.03861763977	1083.37499694069	894.919281397902	1636.01925207796	753.277113427028	657.673532076851	2024.36566077458	1576.61010140162	1533.26274081948	1270.30794940903	1299.71286836199	4695.931554745	890.320969462915	1777.55510145805	1142.816423366	1204.77117680552	1145.10543542615	pdxT	pyridoxal 5'-phosphate synthase glutaminase subunit PdxT
A8O17_RS00090	1.03730915781003	0.0528459365495999	0.918931285112363	1	1	683.817750703851	462.042004786001	669.452101929994	887.685300327871	399.204765025233	872.576873015744	831.563594430068	462.457134944436	983.052289061044	975.889276256951	363.926458898411	855.357228749543	2913.76667459638	2291.0573866169	1200.035087366	602.203589973179	326.183872860957	711.991712887025	2427.6811967735	1636.7630918873	513.532747667325	837.31440112769	399.191725592393	865.04538065387	621.017472358752	447.459640698951	740.167491967841	655.448916878064	325.446696285452	841.280500637803	605.103952473282	719.822312789616	759.024339478516	731.724321301635	2134.95304952642	546.79305857372	1525.99234544271	700.517169124651	602.881535008515	607.392037933773	serS	serine--tRNA ligase
A8O17_RS00095	1.60669420967774	0.684095377575303	0.317371079244129	1	1	172.31481781662	212.479186582716	235.910647621607	150.234778249143	165.596050677134	282.390499777771	266.871181639425	235.96362346141	215.764485220848	128.065204027075	121.797968099065	197.390129711433	8187.00259942543	7700.75819542455	464.101967489613	233.507514479396	185.458830569515	153.584247293585	505.928245154286	990.917826285044	4475.843316511	293.508456091498	201.670663864764	290.040362331557	133.017936014907	197.971452875029	341.615765523619	179.853376732327	164.418383019213	366.061764366645	206.901550673648	199.407109568016	239.533096773894	149.084433945858	5450.62092077986	190.850197447499	1990.89646265011	261.739827429273	224.201718137852	236.777841372729	A8O17_RS00095	tRNA-Ser
A8O17_RS00100	0.991535221287574	-0.012264074148412	0.989775988158618	1	1	59.8567261889312	16.0361650251107	100.595861061289	83.0624975896706	32.5277956687227	76.2161210472878	87.5944797503583	30.7778639297491	105.910504494829	78.6223088014321	41.0884711659496	106.48678050222	124.494608680618	107.539428351405	95.0304028669207	44.4326039697636	39.1420647433148	84.3381704791364	120.028894896297	104.920711018416	48.6504708316413	83.1607292259245	38.1763396616426	106.589833156847	45.6748334509018	17.662880553906	93.4105608853646	30.8535081423658	43.2233893504116	65.0531448723858	58.829584091777	63.935471435227	74.7609493916454	75.3991868232007	109.021479966315	55.9709463974049	91.2000255821184	75.9756340148048	52.2494249633908	46.3766807883877	A8O17_RS00100	deoxynucleoside kinase
A8O17_RS00105	1.1356045149575	0.18346049008005	0.805944843663906	1	1	45.3460046885843	14.0316443969718	42.7309852295741	55.6157592556925	12.8139801119211	65.4676937201062	63.6519886185937	18.15104795857	65.9123884356116	46.2007381616663	19.8105128835829	64.0652175379213	8.8924720486156	9.35125463925264	39.7801686419668	12.2898691831261	20.5029862941173	38.1741192695038	50.3346978597376	16.3209994917537	111.715895983769	54.6251848836955	18.2582494033943	54.382567937167	17.628883086313	16.1909738410805	77.3973218764449	24.0807868428221	26.2730405855443	55.1297837901574	34.0362114383767	44.6324776959066	49.2384750042584	43.3588228610568	19.3412984432783	23.6556582489157	59.4571977784201	42.4220007414189	37.0723929346128	35.1612037395079	A8O17_RS00105	deoxynucleoside kinase
A8O17_RS00110	0.756522259943218	-0.402545561900446	0.647734836047855	1	1	22.6730023442921	98.2215107788029	6.23160201264622	9.38967364057146	117.29720256297	9.7712975701651	9.34341117337155	22.0969279495635	3.38012248387752	22.6950994478361	14.6744539878392	8.65746182944882	20.7491014467697	88.8369190729001	35.3601499039705	27.4158620238967	12.1154009919784	17.7554043113971	37.4283650751895	34.9735703394722	57.6598172819453	9.78361520304994	35.6865783793616	10.1514126816045	24.8406988943501	40.4774346027012	9.78586828322867	19.5656393097929	40.6808370356815	20.9493178402598	42.3753717119137	45.4860579245687	11.6068205356042	15.342338421708	48.3153901412134	19.0955557757574	43.3539175655357	18.5405354213387	25.0346672600933	27.0652647285781	A8O17_RS00110	LysM peptidoglycan-binding domain-containing protein
A8O17_RS00115	0.608386197082759	-0.716940672965892	0.459840958320675	1	1	47.1598448761276	8.01808251255534	0	2.88913035094506	3.94276311136032	7.81703805613208	10.511337570043	10.259287976583	17.4639661667005	40.5269632997073	5.86978159513566	16.4491774759528	11.8566293981541	46.7562731962632	4.42001873799631	10.3991200780298	6.52367745721914	8.87770215569857	37.4283650751895	6.99471406789443	14.4149543204863	19.5672304060999	6.6393634194161	1.45020181165779	20.8341345565517	19.8707406231442	13.3443658407664	24.0807868428221	6.78013950594692	15.4363394612441	18.3926424628943	4.88297717281249	12.7448639044422	20.9486407902652	21.0109737774712	8.60016656364916	19.6126778211901	9.21893187905792	18.0164136734874	15.432421936671	A8O17_RS00115	cysteine hydrolase
A8O17_RS00120	0.876024934233221	-0.190956161153756	0.688202272795568	1	1	36.2768037508674	86.1943870099699	71.2183087159568	41.1701075009672	70.9697360044858	32.2452819815448	41.4613870818363	54.45314387571	32.1111635968364	42.1480418316956	66.7687656446682	37.2270858666299	198.598542419082	238.456993300942	165.750702674862	71.8484659936603	78.2841294866296	35.5108086227943	94.2162293272012	144.557424069818	317.128995050699	48.1027747483289	102.080212573523	45.6813570672203	44.8735205833421	69.1796155027984	35.584975575377	75.252458883819	81.361674071363	36.3856573015039	64.5631664922647	48.1283751623326	42.6752315181276	48.7146311143312	200.935412798295	61.8811347010281	185.300882815906	65.2881147963572	49.8793705538392	64.3332634188953	A8O17_RS00120	nucleoside deaminase
A8O17_RS00125	1.36100633795704	0.444673785223909	0.407572867241421	1	1	47684.9516104214	110727.714977761	53589.9968510396	38536.6651860807	65341.441663019	40234.2948749118	54356.4624274857	112374.716263503	33054.2177698382	35081.7605107586	74379.671205461	37330.9754085833	315116.603672092	397853.804254323	130505.473258079	116267.834719688	73533.9603438516	46089.4785115247	103612.039594352	156984.699397111	326489.706012565	69489.757582196	77022.4251082188	40834.0575117541	53639.0820415775	105479.778854501	109273.453372478	69990.0544340736	106905.849660018	52473.6308071477	70667.5544797407	48037.4672413372	66595.1321536091	48930.8023749343	281158.627061498	78630.4245250215	195695.481668009	62448.7467340563	89464.1047561855	76456.5116337464	ffs	signal recognition particle sRNA large type
A8O17_RS00130	0.90068469602656	-0.150905946774319	0.612240617538768	1	1	287.493669725624	338.763986155463	478.05289725586	358.974446104924	392.304929580352	351.766712525944	328.187317464676	318.827103272273	331.252003419997	279.63604676798	391.807921475306	414.692421630598	992.992712095409	1192.28496650471	1971.32835714636	317.645849656182	474.364546532077	359.546937305792	860.852396729359	869.676115774874	1479.33468713991	405.204729659652	383.42323747128	416.933020851614	262.029307692016	359.881191285834	486.62454099328	292.732065058056	411.045957548032	366.061764366645	368.103517712316	367.68202940374	326.088808052315	362.045463291295	1385.53534524883	383.852444498017	1069.95439988138	401.853662660848	369.511679990377	356.613262324244	dnaX	DNA polymerase III subunit gamma/tau
A8O17_RS00135	1.1439795116277	0.194061214058781	0.612484645897017	1	1	290.214430006939	781.763044974145	234.130189903708	350.307055052089	550.015454034765	442.639779928479	408.19027563667	525.591214800331	312.66132975867	312.86815667374	413.085879757672	363.61339683685	459.444389178473	603.155924231795	665.212820068445	584.241473474764	527.48592011229	533.549899557484	478.824946306735	708.797692213302	333.345818661246	393.79051192276	656.467058094767	462.614377918834	533.674369794747	645.431093573981	346.063887470541	729.948851173045	596.652276523329	560.118603308	435.369221628264	447.654096338444	415.480940065224	363.189144422754	575.937711159571	548.425764381513	506.989485727095	504.29064931212	508.38978361309	628.906577001458	A8O17_RS00135	YbaB/EbfC family nucleoid-associated protein
A8O17_RS00140	1.12857795591029	0.174506075349253	0.44677728164022	1	1	208.591621567488	326.73686238663	151.338906021408	210.184233031253	237.551477459459	213.991416786616	217.234309780889	200.450703542469	254.63589378544	175.076481454735	226.720314112115	193.927144979654	234.168430613544	158.971328867295	190.060805733841	240.125136347233	258.151236521386	292.076400922483	283.939321260058	303.104276275425	286.497217119666	238.883271207803	287.982388317174	203.02825363209	325.33302422923	281.13418214967	296.244921665013	294.989638824571	246.627574528819	273.443727599181	228.889129991842	220.575709092443	224.106969036266	198.574646848835	194.400188404893	263.450924597034	291.180271551716	243.297971052355	300.904042681305	271.686980317524	recR	recombination protein RecR
A8O17_RS00145	1.03454620779156	0.0489980843114588	0.892309855726131	1	1	69.8328472204198	131.296101143094	45.4016718064225	57.060324431165	80.8266437828866	74.2618615332548	57.8123566352365	80.495951816267	59.1521434678565	68.8958376095024	63.1001521477084	58.870740440252	82.996405787079	84.1612917532737	53.0402248559557	74.6845896513048	68.032636339571	88.7770215569857	127.772694567026	139.894281357889	135.140196754559	79.8995241582411	90.4613265895444	55.1076688429959	109.779862855676	116.280630313214	73.8388243189072	88.0453768940683	88.1418135773099	63.9505491965826	82.1768733899786	70.7162765824355	65.8201506397867	63.6222433991542	73.3993074654362	77.1647491826205	134.269057559825	75.1561731969272	99.9664391625992	80.0459132226536	A8O17_RS00145	YaaL family protein
A8O17_RS00150	1.02490185759701	0.0354857669628822	0.948321301670268	1	1	10.8830411252602	44.0994538190543	31.1580100632311	14.4456517547253	40.4133218914433	23.4511141683962	23.3585279334289	32.3562159261465	30.4211023548976	25.1267172458185	28.6151852762864	30.3011164030709	44.462360243078	23.3781365981316	2.21000936899816	27.4158620238967	34.4822951310154	21.3064851736766	37.4283650751895	32.6419989835073	90.0934645030395	32.6120506768331	45.6456235084857	35.5299443856158	30.4498889672679	27.2302741872717	33.8057267966081	40.6363277972623	38.1382847209514	24.2571048676693	28.7135016691819	26.103362604855	28.7119487381577	28.0143396417252	23.3501687367359	27.7348807761962	53.3879428539121	37.9292061903115	30.4952966503826	34.3439057952943	bofA	pro-sigmaK processing inhibitor BofA
A8O17_RS00155	0.921008449921757	-0.118713702301162	0.858898937942433	1	1	2657.27587475104	2571.79996590212	999.727008600244	1165.0418140186	953.162982171358	1479.374452123	1269.53599318186	2373.84140258168	1550.91286635247	3749.55464448892	1071.23514111226	818.995889065858	13066.0055967659	6821.7402593348	4199.0178010965	1335.81424275055	889.084042026722	1951.31893382254	1140.91981815405	2881.82219597251	4823.60408949274	654.686917337425	1717.93528477392	1640.17824898496	4739.76561161551	5858.18871704548	980.366077101636	2803.9066180111	783.106112936869	1052.97887039201	2076.2676164178	1199.19308277098	1731.430087372	1879.92855822234	8028.92121906572	1392.07240619994	2948.78203453976	1337.60015036543	3859.44013525421	1546.66386711332	A8O17_RS00155	16S ribosomal RNA
A8O17_RS00160	1.61351686890708	0.690208660912164	NA	NA	NA	25.3937626256072	31.0700697361519	49.8528161011698	28.1690209217144	34.4991772244028	30.2910224675118	36.7896814951505	36.30209591714	50.1384835108498	19.4529423838595	30.0826306750703	26.8381316712913	44.462360243078	46.7562731962632	68.5102904389428	24.5797383662522	22.366894139037	15.9798638802574	21.9407657337318	20.9841422036833	293.704694279909	22.8284354737832	23.2377719679564	34.8048434797869	19.2315088214323	36.7976678206374	36.4745999647614	23.3282622539839	32.2056626532479	33.0778702740945	35.4388828209763	30.9864068712097	41.0767536410468	25.4579015767404	53.2429746260947	20.9754987951822	112.209867405775	26.9570169738421	30.8345922022771	29.5372650604421	A8O17_RS00160	tRNA-Ile
A8O17_RS00165	1.21172384951066	0.277060947708865	0.574562180350935	1	1	43.5321645010409	51.1152760175403	98.8154033433901	84.5070627651431	44.3560850028036	57.6506556639741	84.090700560344	48.1397358901205	74.9260483926183	59.9799056835668	61.6327067489245	49.3475324278583	68.1756190393863	107.539428351405	50.8302154869576	50.1048512850526	42.8698804331543	50.6029022874818	77.4379967072887	65.2839979670147	353.166380851915	54.6251848836955	43.9857826536317	57.2829715604826	52.0853363913792	72.1234289284494	119.209668177513	54.1817703963497	58.4787032387921	76.0791016304173	64.4876146206571	62.1712678106403	69.0521616143609	56.9867149534498	75.5150876259164	47.8592113352296	165.296125175406	51.9646463659366	81.1394778324472	62.9131917551864	A8O17_RS00165	tRNA-Ala
A8O17_RS00170	0.992617436033945	-0.010690298061343	0.986344342365621	1	1	6016.50790208136	7635.21907258082	2499.76263593009	2879.74067730449	2316.37332792419	3796.14910600914	2761.56196492963	5841.48073866675	3696.16393612006	7709.84949813631	2849.77896443836	1831.05317692843	27436.2404273287	16116.8873707519	12440.1427380906	3638.74665275788	2216.18642760959	4674.99795519086	2825.19624653758	7132.27677789636	10951.7615449895	1702.34904533069	4282.38940552339	3883.64045161955	10432.2922227595	13316.3400309323	2412.66134401056	6254.2318578342	2175.57726397072	2574.56090300035	5383.82987019742	2997.42103707927	4099.73554657215	4130.2272131677	18664.4235120571	3509.97701185278	6969.74485647447	3289.45963415788	8720.4311992341	3668.12334160176	A8O17_RS00170	23S ribosomal RNA
A8O17_RS00175	0.621072044997949	-0.687167462621129	0.531967609972111	1	1	0.906920093771685	4.00904125627767	0.890228858949461	4.3336955264176	1.97138155568016	2.93138927104953	6.42359518169294	1.57835199639739	0.563353747312919	9.72647119192974	1.46744539878392	2.59723854883465	29.6415734953853	4.67562731962632	0	7.5629964203853	0.931953922459877	0.887770215569857	3.87189983536443	4.66314271192962	23.4243007707903	4.89180760152497	3.31968170970805	2.90040362331557	7.21181580803713	8.83144027695298	4.44812194692212	4.51514753302914	1.69503487648673	1.10259567580315	1.93539673633294	3.07882211771576	2.85510030846775	4.59705171318277	11.4390669383372	3.12757351947168	10.6531144393614	3.7039643115162	6.83045934397074	2.43759269510634	rrf	5S ribosomal RNA
